Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
6.39,-83.39,2002,-17884,-580,-1793,-528,-1234
7.74,-81.83,2182,-16038,-768,-3084,784,-439
0.21,-81.66,56,-15356,-2262,-4022,601,251
-7.4,-72.91,-2102,-15606,-4324,-3732,166,256
-10.61,-71.13,-3228,-16594,-4678,-2727,178,-152
-10.57,-79.42,-3246,-17396,-318,-2232,-297,-785
-5.7,-78.42,-1800,-17762,3178,-2974,-950,-1411
-0.16,-83.01,-50,-18284,2256,-4559,-1002,-1793
4.64,-82.88,1556,-19080,-1822,-4973,-270,-2036
8.08,-75.02,2946,-20244,-4562,-4460,489,-2124
9.42,-76.01,3602,-21352,-3936,-3941,1044,-2043
8.52,-78.75,3360,-22254,-2904,-4207,1502,-1905
5.63,-79.5,2254,-22596,-3548,-4499,1784,-1883
3.13,-76.68,1228,-21876,-5048,-4220,1972,-2050
2.71,-76.68,994,-20476,-4760,-3608,2065,-2282
3.81,-81.88,1274,-18986,-2408,-3276,1984,-2468
3.72,-86.13,1194,-18354,-388,-3456,1874,-2550
1.84,-88.15,610,-18958,144,-3760,1968,-2562
-2.3,-86.87,-856,-21282,814,-4053,2280,-2385
-6.74,-82.77,-3018,-25514,1218,-4613,2808,-1982
-10.36,-79.06,-5672,-30990,-1992,-4881,3984,-1142
-14.53,-68.01,-8512,-31470,-9462,-4316,3803,522
-21.02,-57.35,-10644,-24990,-11990,-2841,633,1957
-32.09,-52.57,-12032,-17988,-6722,-1132,-4912,2699
-40.93,-47.02,-10832,-12098,-3156,864,-8488,3006
-38.19,-51.86,-7234,-9204,-20,2034,-9675,3594
-4.16,-62.95,-654,-8040,4058,1572,-8620,5004
22.73,-51.01,4346,-8742,5594,-761,-6520,6537
30.37,-56.77,6520,-10790,2752,-2710,-4173,7691
22.42,-67.07,5760,-13914,-1262,-3613,-2618,7771
10.65,-76.99,3432,-18108,-2414,-3785,-1887,6801
